"html_file","ref_clean","image_name","image_relpath","image_fullpath","context_snippet","match_type"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/hcej2.png","hcej2.png","Imagenes\hcej2.png","C:\Ispol\util\Ayuda\Imagenes\hcej2.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 417px; height: 160px;"" alt="""" src=""Imagenes/hcej2.png"" /><br /> </div> <br /> </td> </tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/incej1.png","incej1.png","Imagenes\incej1.png","C:\Ispol\util\Ayuda\Imagenes\incej1.png","<br /> 1º)<br /> <div style=""text-align: center;""><img style=""width: 520px; height: 156px;"" alt="""" src=""Imagenes/incej1.png"" /><br /> </div> <br /> 2º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/incej2.png","incej2.png","Imagenes\incej2.png","C:\Ispol\util\Ayuda\Imagenes\incej2.png","<br /> 2º)<br /> <div style=""text-align: center;""><img style=""width: 577px; height: 169px;"" alt="""" src=""Imagenes/incej2.png"" /><br /> </div> <br /> 3º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/incej3.png","incej3.png","Imagenes\incej3.png","C:\Ispol\util\Ayuda\Imagenes\incej3.png","<br /> 3º)<br /> <div style=""text-align: center;""><img style=""width: 529px; height: 102px;"" alt="""" src=""Imagenes/incej3.png"" /><br /> </div> <br /> 4º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/incej4.png","incej4.png","Imagenes\incej4.png","C:\Ispol\util\Ayuda\Imagenes\incej4.png","<br /> 4º)<br /> <div style=""text-align: center;""><img style=""width: 485px; height: 133px;"" alt="""" src=""Imagenes/incej4.png"" /><br /> </div> <br /> 5º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/incej5.png","incej5.png","Imagenes\incej5.png","C:\Ispol\util\Ayuda\Imagenes\incej5.png","<br /> 5º)<br /> <div style=""text-align: center;""><img style=""width: 241px; height: 319px;"" alt="""" src=""Imagenes/incej5.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/mdtcej.png","mdtcej.png","Imagenes\mdtcej.png","C:\Ispol\util\Ayuda\Imagenes\mdtcej.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 331px; height: 108px;"" alt="""" src=""Imagenes/mdtcej.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/novapointcej.png","novapointcej.png","Imagenes\novapointcej.png","C:\Ispol\util\Ayuda\Imagenes\novapointcej.png","br /> <br /> <div style=""text-align: center;""><img style=""width: 357px; height: 70px;"" alt="""" src=""Imagenes/novapointcej.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/pistecej.png","pistecej.png","Imagenes\pistecej.png","C:\Ispol\util\Ayuda\Imagenes\pistecej.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 391px; height: 226px;"" alt="""" src=""Imagenes/pistecej.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","</ul> Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.</td> </tr> <tr> <td style=""vertical-align: top;""><spa","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","Ispol .cej. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","a de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/smigcej.png","smigcej.png","Imagenes\smigcej.png","C:\Ispol\util\Ayuda\Imagenes\smigcej.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 417px; height: 386px;"" alt="""" src=""Imagenes/smigcej.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/typsacej.png","typsacej.png","Imagenes\typsacej.png","C:\Ispol\util\Ayuda\Imagenes\typsacej.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 513px; height: 111px;"" alt="""" src=""Imagenes/typsacej.png"" /><br /> </div> <br /> </td> </tr><tr> <t","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/conv_pl_vias3cej.png","conv_pl_vias3cej.png","Imagenes\conv_pl_vias3cej.png","C:\Ispol\util\Ayuda\Imagenes\conv_pl_vias3cej.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 338px; height: 141px;"" alt="""" src=""Imagenes/conv_pl_vias3cej.png"" /><br /> </div> <br /> </td> </tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","Excel<br /> Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.</td> </tr> <tr> <td style=""vertical-align: top; width","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/ascras.png","ascras.png","Imagenes\ascras.png","C:\Ispol\util\Ayuda\Imagenes\ascras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 354px; height: 213px;"" alt="""" src=""Imagenes/ascras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/cartoras.png","cartoras.png","Imagenes\cartoras.png","C:\Ispol\util\Ayuda\Imagenes\cartoras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 393px; height: 132px;"" alt="""" src=""Imagenes/cartoras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/cuantoras.png","cuantoras.png","Imagenes\cuantoras.png","C:\Ispol\util\Ayuda\Imagenes\cuantoras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 424px; height: 219px;"" alt="""" src=""Imagenes/cuantoras.png"" /><br /> </div> <br /> </td> </tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/genioras.png","genioras.png","Imagenes\genioras.png","C:\Ispol\util\Ayuda\Imagenes\genioras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 365px; height: 294px;"" alt="""" src=""Imagenes/genioras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/hras1.png","hras1.png","Imagenes\hras1.png","C:\Ispol\util\Ayuda\Imagenes\hras1.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 436px; height: 362px;"" alt="""" src=""Imagenes/hras1.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/inras1.png","inras1.png","Imagenes\inras1.png","C:\Ispol\util\Ayuda\Imagenes\inras1.png","<br /> 1º)<br /> <div style=""text-align: center;""><img style=""width: 428px; height: 243px;"" alt="""" src=""Imagenes/inras1.png"" /><br /> </div> <br /> 2º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/inras2.png","inras2.png","Imagenes\inras2.png","C:\Ispol\util\Ayuda\Imagenes\inras2.png","<br /> 2º)<br /> <div style=""text-align: center;""><img style=""width: 271px; height: 178px;"" alt="""" src=""Imagenes/inras2.png"" /><br /> </div> <br /> 3º)<br /> <div style=""text-alig","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/inras3.png","inras3.png","Imagenes\inras3.png","C:\Ispol\util\Ayuda\Imagenes\inras3.png","<br /> 3º)<br /> <div style=""text-align: center;""><img style=""width: 237px; height: 329px;"" alt="""" src=""Imagenes/inras3.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/novapointras.png","novapointras.png","Imagenes\novapointras.png","C:\Ispol\util\Ayuda\Imagenes\novapointras.png","br /> <br /> <div style=""text-align: center;""><img style=""width: 156px; height: 63px;"" alt="""" src=""Imagenes/novapointras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/pisteras.png","pisteras.png","Imagenes\pisteras.png","C:\Ispol\util\Ayuda\Imagenes\pisteras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 391px; height: 322px;"" alt="""" src=""Imagenes/pisteras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/resras.png","resras.png","Imagenes\resras.png","C:\Ispol\util\Ayuda\Imagenes\resras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 482px; height: 129px;"" alt="""" src=""Imagenes/resras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/smigras.png","smigras.png","Imagenes\smigras.png","C:\Ispol\util\Ayuda\Imagenes\smigras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 338px; height: 364px;"" alt="""" src=""Imagenes/smigras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/typsaras.png","typsaras.png","Imagenes\typsaras.png","C:\Ispol\util\Ayuda\Imagenes\typsaras.png","br /> <br /> <div style=""text-align: center;""><img style=""width: 527px; height: 72px;"" alt="""" src=""Imagenes/typsaras.png"" /><br /> </div> <br /> </td> </tr> <tr>","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","e de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr><tr> <td style=""","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/conv_ras_vias3ras.png","conv_ras_vias3ras.png","Imagenes\conv_ras_vias3ras.png","C:\Ispol\util\Ayuda\Imagenes\conv_ras_vias3ras.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 159px; height: 120px;"" alt="""" src=""Imagenes/conv_ras_vias3ras.png"" /><br /> </div> <br /> </td> </tr","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/mdtprl.png","mdtprl.png","Imagenes\mdtprl.png","C:\Ispol\util\Ayuda\Imagenes\mdtprl.png","r /> <br /> <div style=""text-align: center;""><img style=""width: 131px; height: 132px;"" alt="""" src=""Imagenes/mdtprl.png"" /><br /> </div> <br /> Los ficheros generados se escriben con el co","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/imp_per_xml.png","imp_per_xml.png","Imagenes\imp_per_xml.png","C:\Ispol\util\Ayuda\Imagenes\imp_per_xml.png","tar datos .XML tanto de carreteras como&nbsp;de ferrocarril.<br /><br /><img style=""width: 560px; height: 87px;"" alt="""" src=""Imagenes/imp_per_xml.png"" /><br /></td></tr> </tbody> </table> <br /> <a name=""libr","exact_path"
"C:\Ispol\util\Ayuda\EDM_conversores.html","Imagenes/icono_interrogante.png","icono_interrogante.png","Imagenes\icono_interrogante.png","C:\Ispol\util\Ayuda\Imagenes\icono_interrogante.png","> de Ispol. Para ver un ejemplo del formato de entrada basta con clicar <img style=""width: 20px; height: 20px;"" alt="""" src=""Imagenes/icono_interrogante.png"" />.<br /> <br /> </td> </tr> </tbody> </t","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/home_button.jpg","home_button.jpg","Imagenes\home_button.jpg","C:\Ispol\util\Ayuda\Imagenes\home_button.jpg","der=""0"" cellpadding=""0"" width=""700""> <tbody> <tr> <td><span class=""Parrafo""> <a href=""index.html""><img src=""Imagenes/home_button.jpg"" style=""border: 0px solid ; width: 33px; height: 33px;"" alt="""" name=""Inicio"" id=""Inicio"" /","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_ispol.png","icono_ispol.png","Imagenes\icono_ispol.png","C:\Ispol\util\Ayuda\Imagenes\icono_ispol.png",": 33px; height: 33px;"" alt="""" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img src=""Imagenes/icono_ispol.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subjec","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/help.png","help.png","Imagenes\help.png","C:\Ispol\util\Ayuda\Imagenes\help.png","l.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subject=Soporte%20ISPOL""><img src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono-youtube_30x30.png","icono-youtube_30x30.png","Imagenes\icono-youtube_30x30.png","C:\Ispol\util\Ayuda\Imagenes\icono-youtube_30x30.png","mg src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src=""Imagenes/icono-youtube_30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.facebook.com/board.","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/facebook30x30.png","facebook30x30.png","Imagenes\facebook30x30.png","C:\Ispol\util\Ayuda\Imagenes\facebook30x30.png","a> <a href=""http://www.facebook.com/board.php?uid=172144086144018#%21/pages/Buhodra-Ingenieria-SA/172144086144018""><img src=""Imagenes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuho","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/twitter.png","twitter.png","Imagenes\twitter.png","C:\Ispol\util\Ayuda\Imagenes\twitter.png","nes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuhodra""><img src=""Imagenes/twitter.png"" border=""0"" height=""30"" width=""30"" /></a></span> </td> </tr> </tbody> </table>","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/edm_convertir_edm_per.png","edm_convertir_edm_per.png","Imagenes\edm_convertir_edm_per.png","C:\Ispol\util\Ayuda\Imagenes\edm_convertir_edm_per.png","figurar correctamente el siguiente cuadro de diálogo:<br /> <br /> <div style=""text-align: center;""><img src=""Imagenes/edm_convertir_edm_per.png"" style=""width: 500px; height: 621px;"" alt="""" /><br /> </div> <br /","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","bold;"">Tipo de línea del eje</span>: Tipo de línea usado en el dibujo para representar el eje. Pulsando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />podemos hacer click sobre la linea del eje","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","bold;"">Rótulo</span>: Selecciona esta opción si la información de PK está escrita con rótulos. Pulsando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />podemos hacer click sobre el rótulo direct","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","old;"">Símbolo</span>: Selecciona esta opción si la información de PK está escrita con símbolos. Pulsando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />podemos hacer click sobre el símbolo direc","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","ótulos/símbolos de los que obtener el valor del PK de cada perfil. Pueden ser definidos a mano o usando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />para hacerlo gráficamente, seleccionando p","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","o primero una linea de eje y luego dibujando la caja dentro de la cual debe buscar el programa. Al lado del botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />hay una casilla que muestra estas areas de","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","d;"">Rótulo</span>: Selecciona esta opción si la información de cotas está escrita con rótulos. Pulsando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />podemos hacer click sobre el rótulo direct","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png",""">Símbolo</span>: Selecciona esta opción si la información de cotas está escrita con símbolos. Pulsando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />podemos hacer click sobre el símbolo direc","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","localizar rótulos/símbolos de los que obtener el valor de la cota. Pueden ser definidos a mano o usando el botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />para hacerlo gráficamente, seleccionando p","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_per.html","Imagenes/icono_puntero.png","icono_puntero.png","Imagenes\icono_puntero.png","C:\Ispol\util\Ayuda\Imagenes\icono_puntero.png","primero una linea de eje y luego dibujando la caja dentro de la cual debe buscar el programa. Al lado del botón <img src=""Imagenes/icono_puntero.png"" style=""width: 16px; height: 16px;"" alt="""" />hay una casilla que muestra estas areas de","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_pkz.html","Imagenes/home_button.jpg","home_button.jpg","Imagenes\home_button.jpg","C:\Ispol\util\Ayuda\Imagenes\home_button.jpg","<td><span class=""Parrafo""> <a href=""index.html""><img style=""border: 0px solid ; width: 33px; height: 33px;"" alt="""" src=""Imagenes/home_button.jpg"" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_pkz.html","Imagenes/icono_ispol.png","icono_ispol.png","Imagenes\icono_ispol.png","C:\Ispol\util\Ayuda\Imagenes\icono_ispol.png","rc=""Imagenes/home_button.jpg"" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img src=""Imagenes/icono_ispol.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subjec","exact_path"
"C:\Ispol\util\Ayuda\EDM_convertir_dibujo_pkz.html","Imagenes/help.png","help.png","Imagenes\help.png","C:\Ispol\util\Ayuda\Imagenes\help.png","l.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subject=Soporte%20ISPOL""><img src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src","exact_path"
